Metric,Value
compression_ratio,14.058221872541306
average,1.83402
median,2.0
std_dev,0.37206
mode,2.0
max,2.0
alpha,25
vertex_count,200
edge_probability,0.9
graph_type,unweighted
graph_seed,207739
