Metric,Value
compression_ratio,6.908620689655172
average,1.51796
median,2.0
std_dev,0.50165
mode,2.0
max,3.0
alpha,49
vertex_count,200
edge_probability,0.6
graph_type,unweighted
graph_seed,744937
